Período;Período.Format.2;Região;Instituição;Localização Geográfica;Urgências Geral;Urgências Pediátricas;Urgência Obstetricia;Urgência Psiquiátrica;Total Urgências
2021-07;2021/07/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;50761;14144;4396;;69301
2021-07;2021/07/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;39775;18043;6190;;64008
2021-07;2021/07/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;60764;;10321;;71085
2021-07;2021/07/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;31396;;;;31396
2021-07;2021/07/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;67154;8629;3895;;79678
2021-07;2021/07/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;65638;15135;5776;;86549
2021-07;2021/07/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;41149;;5041;;46190
2021-07;2021/07/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;57473;5529;2839;;65841
2021-08;2021/08/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;144520;30932;12403;0;187855
2021-08;2021/08/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;27181;5071;1966;;34218
2021-08;2021/08/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;74564;14513;6853;;95930
2021-08;2021/08/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;70760;16587;4090;;91437
2021-08;2021/08/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;64018;13400;8814;;86232
2021-08;2021/08/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;26875;5139;877;;32891
2021-08;2021/08/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;54226;14728;5275;;74229
2021-08;2021/08/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;70850;36619;11446;3664;122579
2021-08;2021/08/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;61122;16794;5130;;83046
2021-08;2021/08/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;48179;;6018;;54197
2021-09;2021/09/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;166246;36196;14162;0;216604
2021-09;2021/09/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;30847;5915;2256;0;39018
2021-09;2021/09/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;34960;8864;;;43824
2021-09;2021/09/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;45571;7769;2770;;56110
2021-09;2021/09/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;59279;16146;9110;;84535
2021-09;2021/09/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;111142;26951;12147;;150240
2021-09;2021/09/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;61369;16903;11001;;89273
2021-09;2021/09/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;58147;14324;4336;;76807
2021-10;2021/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;54795;10234;2899;;67928
2021-10;2021/10/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;34852;7240;2510;;44602
2021-10;2021/10/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;91681;23851;5169;;120701
2021-10;2021/10/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;82031;18905;11254;;112190
2021-10;2021/10/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;51431;9133;3106;;63670
2021-10;2021/10/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;61458;23005;8299;;92762
2021-10;2021/10/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;70837;29004;11066;;110907
2021-10;2021/10/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;113758;23901;10770;;148429
2021-10;2021/10/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;70191;;;;70191
2021-11;2021/11/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;38488;8363;2794;422;50067
2021-11;2021/11/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;44182;12371;;;56553
2021-11;2021/11/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;77748;33910;12276;;123934
2021-11;2021/11/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;138564;37703;15170;;191437
2021-11;2021/11/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;76471;26021;13843;;116335
2021-11;2021/11/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;133341;21922;7024;;162287
2021-12;2021/12/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;117079;24315;10599;;151993
2021-12;2021/12/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;48212;13659;;;61871
2021-12;2021/12/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;97806;32204;7900;;137910
2021-12;2021/12/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;96248;21318;3647;;121213
2021-12;2021/12/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;152420;42524;16650;;211594
2021-12;2021/12/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;126327;19957;7113;;153397
2021-12;2021/12/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;75498;;9204;;84702
2022-01;2022/01/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;6742;;;;6742
2022-01;2022/01/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;8183;1912;1168;;11263
2022-01;2022/01/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;5287;1004;295;;6586
2022-01;2022/01/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;10523;5100;1514;484;17621
2022-01;2022/01/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;6684;2621;806;;10111
2022-01;2022/01/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;8366;1716;283;;10365
2022-01;2022/01/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;7170;2496;1313;;10979
2022-01;2022/01/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;7397;2012;496;;9905
2022-01;2022/01/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;10332;2717;812;;13861
2022-01;2022/01/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;9637;1023;459;;11119
2022-02;2022/02/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;11788;3328;597;;15713
2022-02;2022/02/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;10244;1266;372;;11882
2022-02;2022/02/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;19454;3947;1782;;25183
2022-02;2022/02/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;18690;5029;942;;24661
2022-02;2022/02/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;15164;5004;1468;;21636
2022-02;2022/02/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;14802;4968;2296;;22066
2022-02;2022/02/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;22263;5571;2675;;30509
2022-02;2022/02/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;13993;5991;2606;;22590
2022-02;2022/02/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;18607;;3154;;21761
2022-02;2022/02/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;7758;1586;;;9344
2022-03;2022/03/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;18928;5266;923;;25117
2022-03;2022/03/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;59387;16232;4688;0;80307
2022-03;2022/03/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;11296;3158;845;56;15355
2022-03;2022/03/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;31764;8083;2777;;42624
2022-03;2022/03/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;29759;9377;1475;;40611
2022-03;2022/03/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;12331;4473;;;16804
2022-03;2022/03/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;39673;19430;3093;;62196
2022-03;2022/03/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;16996;;;;16996
2022-03;2022/03/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;33705;7226;1739;;42670
2022-04;2022/04/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;17134;6602;;;23736
2022-04;2022/04/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;58596;22878;7208;;88682
2022-04;2022/04/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;31508;12409;4764;;48681
2022-04;2022/04/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;25947;15239;2739;;43925
2022-04;2022/04/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;53734;26521;4157;;84412
2022-04;2022/04/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;42127;13883;3058;;59068
2022-05;2022/05/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;21998;8791;;;30789
2022-05;2022/05/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;37492;;;;37492
2022-05;2022/05/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;35688;19141;4334;;59163
2022-05;2022/05/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;33347;19875;3491;;56713
2022-05;2022/05/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;30143;;;;30143
2022-05;2022/05/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;63715;17199;5803;;86717
2022-05;2022/05/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;60563;18906;5515;;84984
2022-06;2022/06/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;45173;;;;45173
2022-06;2022/06/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;35211;4432;1120;;40763
2022-06;2022/06/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;23597;6813;1708;56;32174
2022-06;2022/06/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;25933;9120;;;35053
2022-06;2022/06/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;51460;19069;4766;;75295
2022-06;2022/06/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;42730;22499;5185;;70414
2022-06;2022/06/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;75380;20450;8855;;104685
2022-06;2022/06/01;Região de Saúde LVT;Hospital de Loures, EPE;38.821455, -9.176296;47501;26336;6314;0;80151
2022-06;2022/06/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, EPE;38.977235, -8.984506;40127;23096;4164;;67387
2022-06;2022/06/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;41961;14886;3847;;60694
2022-06;2022/06/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;83483;41237;6336;;131056
2022-06;2022/06/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;62337;;10157;;72494
2022-06;2022/06/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;50138;16486;4900;;71524
2022-06;2022/06/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;72430;22154;6503;;101087
2022-06;2022/06/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;50172;;;;50172
2022-07;2022/07/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;27535;7811;2069;121;37536
2022-07;2022/07/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;74926;23967;3607;;102500
2022-07;2022/07/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;78922;47127;11423;3845;141317
2022-07;2022/07/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;56481;20929;8370;;85780
2022-07;2022/07/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;88000;23438;10327;;121765
2022-07;2022/07/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;51957;29946;7341;;89244
2022-07;2022/07/01;Região de Saúde LVT;Hospital de Loures, EPE;38.821455, -9.176296;55393;30095;7368;0;92856
2022-07;2022/07/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;98468;33593;10998;;143059
2022-07;2022/07/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;104151;20052;5089;;129292
2022-07;2022/07/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;42603;;;;42603
2022-07;2022/07/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;58672;18964;5906;;83542
2022-08;2022/08/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;53107;11889;2445;;67441
2022-08;2022/08/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;61506;;;;61506
2022-08;2022/08/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;47424;5488;1552;;54464
2022-08;2022/08/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;50074;9322;2711;;62107
2022-08;2022/08/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;68884;23761;6590;;99235
2022-08;2022/08/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;59609;32894;8528;;101031
2022-08;2022/08/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;55625;18999;5164;;79788
2022-08;2022/08/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;58705;29384;10585;;98674
2022-08;2022/08/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;60011;19895;4428;;84334
2022-08;2022/08/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;84214;;13929;;98143
2022-08;2022/08/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;119445;22233;5985;;147663
2022-08;2022/08/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;48609;;;;48609
2022-08;2022/08/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;97345;28341;8483;;134169
2022-08;2022/08/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;34621;8728;;;43349
2022-09;2022/09/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;40247;14465;;;54712
2022-09;2022/09/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;59476;13006;2748;;75230
2022-09;2022/09/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;68847;;;;68847
2022-09;2022/09/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;101562;23469;8928;;133959
2022-09;2022/09/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;136382;49695;17107;;203184
2022-09;2022/09/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;101971;57603;15076;5008;179658
2022-09;2022/09/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;63412;30848;7767;;102027
2022-09;2022/09/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;54161;;;;54161
2022-09;2022/09/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;75570;23276;7798;;106644
2022-09;2022/09/01;Região de Saúde Norte;Hospital de Braga, EPE;41.56785, -8.398982;109083;31402;9605;;150090
2022-10;2022/10/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;45073;16337;;;61410
2022-10;2022/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;77476;;;;77476
2022-10;2022/10/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;152428;57223;18916;;228567
2022-10;2022/10/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;150276;28906;7643;;186825
2022-10;2022/10/01;Região de Saúde Norte;Hospital da Senhora da Oliveira, Guimarães, EPE;41.4387173, -8.3086907;84157;27270;8674;;120101
